altitude_rate,airspeed_deviation,phase
125.59590224398472,1.7035826446224087,1
-1503.9646315187763,-16.333761445987502,0
-1056.6625198753036,-6.802611469582095,0
65.50199422488691,-5.024535271498336,2
-1359.5962904942435,-23.355273520943136,0
-1690.087315493614,-16.149130836969693,0
1648.4618548145736,10.83005198005094,2
-1220.576461626871,-20.222332485143966,0
-1510.7091898506603,-15.539421796285405,0
-1109.3224754977916,-16.033096393221406,0
1213.0824518215475,9.477506115487513,2
1151.2207368177,17.505256491978695,2
1433.627761940778,15.851710486254344,2
-0.27362902473190903,0.941565983513824,1
-1333.303813181753,-8.34600145677664,0
1248.3974986136325,11.879479937599283,2
-1466.6909776743303,-9.94203758941821,0
-128.47591478979618,0.6641229196106755,1
1822.4135717119486,11.649678787776628,2
48.080590657255044,1.805208677430494,1
1460.200175821858,10.209373380157784,2
99.4005694659991,-2.627597399148344,1
-1392.4430798150822,-16.090025308828743,0
27.075507603701553,-1.169215810983205,1
-1556.9437235000714,-16.826516755289592,0
-59.927206700841154,-1.4142035399824604,1
1761.5496672353295,9.989001998789501,2
196.00110839689407,0.8541167576755578,2
-88.19303741642008,-2.0982325453678556,1
-20.191121923381637,2.5011698087814858,1
2456.1002679534586,8.473813896760449,2
1407.0983070405316,15.303005278883994,2
-178.4120097526351,1.352810993277403,0
1180.279172177261,9.227399205121543,2
1264.4718646940291,10.30525920426454,2
1494.7552714270214,14.858903118396581,2
-29.987723621892755,-8.313069671367032,1
1278.5144054574403,14.625038005154185,2
-1700.7697462828921,-13.008632168773646,0
1561.873436739235,5.655377464353353,2
-1721.5763592362562,-13.406792266744503,0
102.9379732996203,0.4003310750113908,1
-1434.2002209870675,-19.827870552870255,0
1801.4383223929472,15.450145202315486,2
-1389.459838069387,-13.852378505905024,0
1542.151331685908,7.945970072709627,2
-1386.9900786791754,-8.481133759533458,0
15.173022583544055,1.2422173238088972,1
-1187.388939337087,-15.997079482955728,0
-1252.6967724559372,-20.427522560526164,0
-0.5459244075298038,1.2396233191495725,1
85.46612317657129,1.7477384551232844,1
123.16532295009513,4.851881563220403,1
2221.6727963419116,11.405893263737214,2
9.250661348185194,-0.01971287252048104,1
154.14341462439228,2.216912023114052,1
-42.69135930043843,-3.490067396666326,1
-1378.4189715387367,-19.330849926527154,0
-1097.4282012860074,-23.715688989237478,0
1573.168147654784,13.733311197054764,2
-1006.8072237745342,-12.19856731325099,0
1477.751720353135,12.103528141143531,2
1091.2491593790414,9.553627412012183,2
-1347.3537608593747,-14.60315962655262,0
-77.89051731582654,3.6142031036779296,1
-1454.1854521058806,-20.44132410575232,0
-1756.3531593136247,-12.60282963772357,0
22.895188949838328,-1.9145946039088357,1
1734.5705227074968,9.736495281737428,2
40.808381007931864,3.394569970009086,1
1516.0092963637944,17.406019242758767,2
60.47978170565511,-2.0125300435047615,1
963.7135287053246,9.632017292333668,2
81.6463542102633,1.1395752654846976,1
27.865238228536395,3.0837601173410425,1
1490.4090406838975,14.351441614977247,2
-1503.9666555329377,-13.903312215908871,0
-938.843268262649,-24.030573331603925,0
1988.8533087064075,9.822539679423986,2
-1677.0953236822995,-13.560061340996665,0
-111.34399502687286,-1.892515771410601,1
1855.2120455033403,9.238511392052434,2
-881.0654556189536,-14.512344318863018,0
1743.4119183483701,14.242344916170708,2
-1769.4324925211154,-11.870278799067401,0
-1713.1184021926415,-23.030284945547436,0
-1789.5349308222958,-13.933368070173826,0
223.78838790107292,-3.324526145095632,1
-11.728507237744603,0.9399533393100913,1
-1596.3529820591273,-14.459402091641563,0
872.7656088815784,8.546134906229614,2
1859.2520065734407,17.95833556937906,2
964.6150790539356,6.361616524350134,2
1368.8688605349253,10.790293383261973,2
32.371780060654686,-1.1553798710269556,1
36.52671939661901,0.3354829132139764,1
-36.66685772514866,1.478927759243165,1
-1588.4185052633823,-9.157755485156855,0
1298.2494139507874,13.889843188003717,2
3.208792392815768,-3.763855108246209,1
1787.327443822162,13.919425847262385,2
1503.8490452114797,6.282765474063175,2
1591.8147541425376,5.941054667689511,2
-144.6199125847052,-0.5414535612293306,1
1039.5876275434023,6.771744277660199,2
606.1411268563684,-0.6761093776917313,0
1566.4081037297549,11.02935660098202,2
173.23602433930597,2.9319287069130238,1
-2325.3607475722524,-14.512411489279106,0
-1593.149770018203,-17.90331474976078,0
1213.3813684410277,12.088843677245936,2
25.29586199858558,-0.13615244894935757,1
-68.58882325655081,-0.09311033633110204,1
-855.038135090175,-13.79579314318135,0
0.16463951715593733,1.132365036878171,1
1714.9228274989205,12.531427342587762,2
95.87135128271501,1.8613865858164351,1
-1239.1839780667235,-18.531402131967127,0
1642.285709029978,3.470396702062585,2
-170.05494817776312,-1.7732603659410717,1
-27.684599836739807,2.346501423091293,2
1716.2271834429753,19.23895213967218,2
20.773486797969014,0.3398844202183384,1
111.06952843180302,0.1290447041415422,1
-64.7829036236841,-0.23060006386767126,1
-6.23512990337344,-3.0230412708661363,1
-11.710192266483189,2.2107069919548366,1
9.808805484301667,1.0393279784752962,1
92.11964624335589,5.8802388893462965,0
-1279.473997257467,-12.23263380283463,0
73.08442177895589,-2.315689702475665,0
-1637.167060098869,-8.304121186311043,0
-30.404857723775486,0.6860719917021427,1
1942.7705498925136,9.167303504379529,2
-2077.7650573559085,-20.85787124171391,0
-170.39437946352348,-0.9673486245280895,1
1914.3697151370852,5.0180627675926095,2
2501.6234187090013,12.865961646274835,2
892.9794580341039,8.390001056304792,2
-24.91682937420178,-0.11710406449860238,1
-1371.2269567694987,-18.746119779189787,0
1976.8536551727134,11.077888189333846,2
-1920.0264524193653,-17.13608165134834,0
-1528.9630793445456,-17.514830624344217,0
1296.1027154292615,19.168566406809617,2
-1282.433828921656,-13.256126790877225,0
68.19918452495004,-1.9556090977575686,1
-10.59307273961512,1.1667943924989579,1
120.05485255131066,-0.37724162037429654,1
-82.6776700107432,-0.4212663808316782,1
677.3427105673403,11.339028190309387,2
-1341.0498506077759,-16.61878862408443,0
1925.4476057050742,16.329147679459226,2
-1655.1276526884958,-15.0001586180595,0
1590.560144910408,1.8886415436351687,2
-2098.9516030274144,-9.97066498341169,0
-19.967338254886656,1.5852842362212438,1
-1847.0235650287054,-10.311249203913171,0
-121.91614665613136,-5.977474808149667,1
-1663.2024559736844,-17.637755972923372,0
-1771.8799628825373,-14.245326242940905,0
-1198.9545139515517,-13.711474678601222,0
-18.942323994180857,2.339142793256002,1
97.78484562182206,1.4128033352447547,1
1592.5307551157493,15.334256318319731,2
930.6118211171208,12.74333237381313,2
-34.85686385922368,0.06627752463440009,1
-13.40944444878628,1.0561396758760633,1
-62.48344012657437,-0.10829391477245165,1
5.22300373201043,0.2655237710486537,1
1148.928703543701,16.35659350014295,2
-1142.9152317221242,-14.657338129445655,0
1412.115245620989,11.167933778254648,2
1499.502768366025,18.126709658200056,2
-1241.5347396629597,-20.113942737316727,0
613.9458433807804,17.450686967403904,2
43.25406693456272,6.489395454228255,1
-67.64746180442131,0.6271886584190659,1
-284.34007686508454,0.5814687180762462,1
-1933.606408473652,-18.034712582348114,0
-1520.908669518441,-20.811739903910553,0
1774.7323708169722,13.25240828977201,2
44.816678164100686,-4.308600268036672,1
1029.9848632458084,14.41073242947839,2
1351.8106106394823,14.91362045850619,2
-916.095938523878,-11.640639492415332,0
1915.4515364161066,11.958582769949505,2
1265.5436877419745,13.928211722701796,2
-1207.2597004081877,-19.317911250315714,0
-9.84960379337179,6.7178321780225,1
945.825236483977,16.750603720749037,2
195.00328725274932,1.319923773790291,1
-43.91632732546068,3.0532691121664683,1
-1844.9289080116773,-10.877623979121871,0
-106.22876450781273,-0.10234733248601903,1
-709.9181710767034,-20.32014201620755,0
-1213.6151873220151,-17.992404506607123,0
-1471.7245587081698,-22.516942150208475,0
1559.45678923043,17.497478331132648,2
5.31505040334618,-1.988794869975601,1
1517.869801986134,11.560739112799837,2
-1703.4349039034214,-13.922665705902912,0
1976.1008674096565,16.654548171863475,2
13.720792929957588,4.117386667705687,1
1337.6357665884389,11.638195767301491,2
14.828962671015171,5.311352562745775,1
1382.1025247720265,8.430785922523194,2
1.1057037038313606,-0.6057442427008868,1
-1180.3135602619275,-7.987195110703163,0
-24.924897554707066,-2.9504488839021126,1
-30.112280493879442,0.9898922019516307,1
-1747.2763350417372,-14.340571023831073,0
-1105.028395912542,-19.30642478490866,0
-1139.5125813806058,-25.09907399363368,0
-49.68198028873246,-2.035854465736648,1
-1782.944080878577,-12.699578194384051,0
1478.1953862470707,12.991594550135037,2
1348.4860884141815,11.22430990554753,2
44.745239356376544,1.625101010387847,1
2383.6881249228677,8.141629167413905,2
1123.2650971748199,11.413337462145472,2
20.53618495803503,-4.287761196969899,1
93.48925918569634,-2.2461148392015073,1
188.54739624342028,0.16910070624332263,1
947.6995929977959,14.916789059562728,2
1069.6555455665489,1.976459221870149,2
1284.2579145206016,13.66398602224946,2
-419.93105416807134,-3.3987085554039766,2
2226.187376236096,16.98692910011581,2
1756.845225906447,8.933817446281248,2
1532.0159780684178,12.08968622546736,2
37.060602159817705,1.989453129196462,1
-10.653973246372455,-1.6510710146512122,1
-1773.952828445256,-8.81180442825232,0
47.218412210757016,0.2915376121324382,1
-41.41850443815346,-4.5032280761564465,1
1930.9800853195482,18.50685067470085,2
1373.0816587709758,7.594134966382217,2
-1429.9920383302951,-17.446094623403503,0
-1184.571736466648,-11.997196524917893,0
-1941.4768267972456,-18.519085025994045,0
-1182.9791355302689,-15.363386422351617,0
-1932.9014437992,-12.90393291552007,0
110.42002128927439,4.689772472272148,1
-1318.9059725179147,-26.072028544479778,0
861.334777952012,10.116400807001234,2
-2122.700064288456,-12.07242536662552,0
-1863.4371889212975,-19.933923786379122,0
1587.9581324022606,3.477083896715511,2
1344.0252578271616,11.897598502376628,2
-1357.4143755163077,-8.71939126388288,0
1698.1547959411328,7.786342162242995,2
-1121.2133407431857,-12.608043489939806,0
1329.4296744904166,10.00776413454411,2
-104.25684657737858,3.9153888827887253,1
1220.752333399803,11.195167641016685,2
104.77158637862713,2.080424558285465,0
52.31354003000548,0.1981046448127721,1
1567.0544848451316,9.186197720956704,2
-4.974758163230489,-4.942274250695089,0
1277.093267250678,17.94174290943411,2
2004.1104281259584,6.741617635652416,2
-1423.2624248369239,-12.000675230446916,0
-1885.5408826208636,-16.72944676871122,0
-34.18305917692039,-10.329563705258366,1
126.71850900413233,2.023282724029148,1
-230.85099154928187,7.304369414439995,2
89.43504465608925,-2.3284348113452116,1
-84.11706508352954,1.8747769264153544,1
-958.400420994252,-11.056086895969141,0
-696.1979755842713,-17.9335689217968,0
777.6164954423751,13.761616854352653,2
17.629324890795687,-2.9801358304939978,1
1895.6439968586037,15.828330725809543,2
-2211.072207166463,-15.422720129440501,0
1237.263883337923,8.994607405002583,2
28.449463759092765,-2.2259082371995302,1
1401.7017435551154,9.437217075676468,2
-20.53822688242705,1.911015441836367,1
1614.0031955123957,13.783124373991116,2
1978.2391391251044,13.007117654412044,2
1463.2113341882944,12.24370469812363,2
2152.849450857537,4.147109984538982,2
-42.805293832089546,-4.525564095615015,1
87.85950207662212,-3.449317832543967,1
13.160108388041495,4.486038408064732,1
2035.4329373784985,18.18819877715439,2
-1855.3605940108355,-15.419795889688938,0
-1504.1768433919938,-14.107615117276389,0
1139.683225965835,11.573653330146014,2
0.39625091814754626,2.901357470315108,1
-156.8532726794465,-1.2399588870117564,1
204.8082418549113,-0.3451472744981,2
-982.3278767149635,-11.036335870776483,0
-98.79835893767624,-1.7613429649332069,1
-1146.432066441856,-22.65845710743352,0
-1587.5981441325755,-17.380928062737034,0
880.3019211247197,0.9195731485492882,2
2068.1039780688197,10.559523144517014,2
-1945.9527096554702,-10.865283868891717,0
