fuel_flow_normalized,thrust_normalized,true_mode
1.1299413971242118,1.3909114358886552,0
5.012255087129471,5.248999145622725,1
8.242404468900723,2.1834371337222622,2
0.22466828446693365,1.0342814874030137,0
1.0458803882677512,0.0062155426995536,0
4.369558022832478,5.458930973527388,1
0.4245032112888486,1.187849009172836,0
9.183299123048425,1.0300601068363224,2
9.25045859381219,1.0112223776007245,2
5.273548690585019,4.898903673783053,1
5.122483285554361,4.746528412314435,1
6.094901466608836,4.595850857322424,1
0.9826441151473784,0.415660981190234,0
9.307083350021713,1.8787538550236524,2
5.140495933867516,4.688650240089703,1
9.192032724469653,1.4836526259529534,2
0.7696806145201063,1.5285611131094579,0
8.936041204259617,1.0222297796997872,2
9.529212243424794,0.6206302567884429,2
4.634816684141431,5.108229294790988,1
0.5580712818994336,1.076862552972764,0
1.457701058851037,1.1643755548298422,0
0.9193571441669954,1.2020254284072691,0
1.086590462925591,1.1926586898644185,0
0.4935844398327881,1.157123666297637,0
1.2366188122867725,0.9635855436715636,0
8.30071621309043,1.7814846183452855,2
0.9820869804450242,1.782321827907003,0
0.7652628070325239,1.2712800217929823,0
0.33590697555078475,1.0984306179345618,0
3.9874287066711966,5.093227157384714,1
9.46308877376582,2.4547083202350652,2
9.117807279054283,1.8854325969434833,2
8.777853369961944,1.688650246522426,2
5.345071995855556,4.799389764057082,1
1.3238442690503462,1.7615149282040128,0
1.579297789503702,0.5896588408241448,0
8.202786170602817,1.2003124885231136,2
1.180697802754207,1.7690182832329846,0
5.882727120140548,5.202490855480478,1
5.343130095187257,4.193642064405174,1
0.8773059419985647,0.6231319178212552,0
4.895938874821362,4.753499532670584,1
0.381524644560959,0.33977169345786185,0
1.120981135783017,0.043359877671101055,0
9.415167908272123,1.0719580870455663,2
5.7930084080726765,4.381092250586575,1
4.339883396489679,5.915729382927177,1
1.0485387746740202,1.4843224952664447,0
4.669106767615806,5.426216667398112,1
5.206465727137812,4.718137723598012,1
3.9380521378450966,4.73712248915962,1
8.943835975154585,1.3895152002333886,2
0.7767425239664895,1.4281993971617362,0
1.180818012523817,0.6774401226974378,0
5.037902279096863,4.661419144243944,1
7.764177749936355,1.1015523722647615,2
1.1070468720651019,0.377130610644006,0
9.26490208895764,2.22078431032895,2
5.579055436750034,5.395831346981468,1
1.9430929506052652,1.0872889064159195,0
0.19625838271938623,1.092316929266152,0
0.46884814313694756,1.2367962153175909,0
1.0301151049705133,2.231621056242643,0
1.0498256825438206,0.7482621729419003,0
9.288278481527882,1.655625077271768,2
0.8882686073370746,1.357000247046046,0
8.562190873307621,0.808600134517832,2
8.770319550229878,1.0750778152676042,2
8.734749426194735,1.21209087967766,2
0.9614491452929479,1.170575987408322,0
4.762527344419522,4.673335383713144,1
9.038684153823809,1.0693578993358681,2
9.319296229388687,0.6692399688655201,2
0.5459879622393946,0.29384814933235426,0
8.774967264260377,1.8114249661737494,2
4.536534764210958,4.9702373219691,1
4.311165316021454,4.531087480042439,1
8.618370421728741,0.5975589496677405,2
5.412708174494015,5.406754818000319,1
0.13754108374348362,0.7188562353795136,0
5.633455574593311,4.64616526719061,1
3.379366329965464,4.487806179332855,1
9.50314640460722,1.2115540652384256,2
8.232942914632188,2.1388384109492544,2
4.993876613576543,4.551372814257085,1
8.743066541331654,0.9703932390555242,2
4.764034067105284,5.544475298483683,1
4.640777889373782,4.8932764241440765,1
9.035783118609697,1.2611712766174417,2
1.1465362366493406,0.642824290986816,0
9.775575987761261,1.5578373171464293,2
1.4112724560515946,0.3895781750144889,0
1.1044317975023776,0.020164938060112214,0
5.487559866708875,4.926471309248931,1
4.924107452482208,5.2941586032422885,1
1.165631715701782,1.4877725635611796,0
8.865062532353315,1.0106181421088463,2
10.030373962440994,2.377670421221602,2
8.723175347326409,0.9010610537055758,2
5.652739403577165,5.010501920816379,1
0.4468325129969859,0.4018966879596646,0
1.7013971554680496,0.29907446860385956,0
5.112046240905208,5.0062962003908975,1
4.399851796472112,4.832749382079526,1
10.53944040422762,2.0597874557172884,2
9.090933127529247,1.624110293150168,2
8.186228781058418,1.524042473330691,2
1.1137299673020646,1.6535713771412142,0
8.347765249747573,1.8348362744150193,2
9.168801331037601,1.2940615169387664,2
5.436160318360339,5.091671002869176,1
8.946484820022722,0.982378838790313,2
0.5552427851872384,0.5920948575172809,0
6.071972044662663,5.316959511159006,1
8.26070687711008,2.0718770216034645,2
9.982362566458194,1.5176317759858644,2
5.257523843153024,6.92636574532736,1
1.411030079997245,1.9483964913269736,0
0.5126591648863392,1.393542301871226,0
8.862474151424179,0.3490394176322076,2
1.148060138532288,1.1305276360899446,0
9.322687974792574,2.1843157787661744,2
5.0321400095477316,4.461127611035347,1
4.89115939838639,5.549388425993595,1
8.711614334715833,1.877695612912878,2
5.40643105941948,5.314814420961806,1
8.674081946098921,1.523699335658207,2
9.417846056032571,0.935146572671191,2
5.42882981160101,4.920030735018287,1
5.048497982496359,5.297578512718457,1
1.1383453996650095,1.4135916245180118,0
5.589720060360643,4.765412173947648,1
5.161359280169044,4.586384528223839,1
4.143432735454561,5.676936187082706,1
9.024260813972413,1.0845249417944811,2
5.373646802561631,5.3051851327167325,1
9.12986125086074,1.0478416874477956,2
4.990743432003805,4.855670680539931,1
4.842365377679827,5.379484610246633,1
5.7255718038975205,5.479635413042604,1
9.583891030829903,1.6272104216506065,2
4.2403150170229935,4.757882963566875,1
0.993251387631033,0.4711445355220498,0
1.312833673882503,0.5714212217918587,0
4.590889658383264,6.04619363784273,1
9.814307772785646,0.8099492708925543,2
9.197226071189148,1.2895077595898685,2
4.779977756651508,5.065370288643046,1
9.51876997212895,1.2449918005726266,2
9.163463686882082,1.3904497355955678,2
1.2609707828084489,1.1484923366165931,0
0.867671583381022,2.3600845832948094,0
1.1718091447842307,0.11847992231863302,0
8.676713557878736,0.9592259981928025,2
1.2934285469001352,2.095227812904989,0
5.638832447894212,4.704214305582085,1
5.0227859199519065,4.674199826197092,1
9.002621849859091,1.523490296882371,2
5.58158187607748,5.0051165305097935,1
5.449799937716626,5.153649760438305,1
1.1287751953613823,0.9627770421169164,0
1.2483570765056164,0.9308678494144077,0
4.945619925771571,5.200855861049471,1
4.757318226085448,5.040937069693161,1
5.178893680174141,5.280392263184117,1
8.880525976566796,1.046218168979201,2
8.966960100676342,0.8944919001187717,2
8.517538269709949,1.8430257299992197,2
0.5803912383886807,0.8453938120743927,0
0.2923146289747929,0.7896773386173205,0
0.46455375096944385,1.2412362076215926,0
5.285445255346583,5.567782820090299,1
6.061078098506316,5.5162326302755735,1
4.87371592430342,4.376108409017576,1
4.5888898022167846,5.121843605745956,1
9.144887428448207,2.5377003993227194,2
6.157329283336754,4.066367403704126,1
9.589648592031914,1.5337592407050544,2
5.25751763360433,5.256892975456104,1
5.056758672625624,5.331065337260523,1
9.751178526048013,1.5370473902098876,2
0.2607390048162863,0.6400778958026456,0
4.942730077373691,5.61890815598673,1
5.816205651965817,4.284929311019684,1
-0.3098725520448722,1.410951252187612,0
8.703803037880565,1.068004615160092,2
1.732824384460777,0.8871118497567322,0
5.178507742982523,4.653545202369673,1
0.6083733538318814,0.8389692418971622,0
9.600606961081972,1.2959623134892242,2
9.435562351715847,1.3369882339160795,2
9.316390933053142,2.635346428902198,2
8.621824627357848,0.7888731452011629,2
4.642348145370016,5.339798874467338,1
0.5766031409657975,0.24257638765706768,0
5.2219097140731146,5.387317026714668,1
4.764480847190838,5.116024968678818,1
0.6489734530613238,0.8361689267011159,0
