temperature_C,oil_pressure_psi,true_state
68.03798804388873,999.049701693513,1
75.60368610722598,1493.719344150759,1
76.94032706825652,1510.9158124843386,1
30.701315773881223,2123.5658168331083,0
23.88129267546843,1708.7497169479313,0
22.913845420854468,1102.4556291617464,0
83.7434550656705,1631.7127885283733,1
26.957535755753636,1479.4314482726068,0
79.6597777807525,1229.35800677636,1
71.45014470103136,1523.5197107392662,1
26.689156076501437,1190.490888583506,0
25.519719416664294,1084.005458452959,0
21.547257350622893,1238.5631525922663,0
28.69055889115141,1517.8371370233517,0
68.18888555242677,2030.2710368682642,1
22.48262206266198,1212.809474670283,0
76.677859571413,1291.841223161823,1
77.90439344578533,1619.5931496307644,1
74.0295238103989,1440.9889468412628,1
79.47758864799351,1992.0396814855665,1
83.93754498479073,1561.9929275698707,1
19.38083380955869,1500.741766118002,0
76.66547259255582,1217.807500458073,1
19.483402994605648,1094.6242730757358,0
73.0391113998449,1277.5523806160184,1
71.00342043467595,1027.5706048231586,1
23.200118472541405,1581.2075025248687,0
23.48129411660731,527.8535165047244,0
18.123355464495813,1692.9711239051353,0
27.709939368365575,1076.2185083610689,0
71.11352490794816,1628.4696265164189,1
68.86854048658917,1716.1362327138816,1
71.53433544536225,2111.3283626879293,1
17.42731535504758,1707.9427572221418,0
23.763910539215,1551.8750322455935,0
76.78664606111562,767.864272861786,1
71.4672014753795,1244.8848177802838,1
28.63225137407194,990.1884348347974,0
29.6357983295076,910.1180889397838,0
73.59093986020092,1000.7905626824488,1
21.229280341874638,1122.2944951007726,0
22.667539710789235,923.0418678230267,0
69.96234773317546,633.3610129927156,1
26.330129252390563,1640.3837138799588,0
75.50746790518338,1763.3573189069218,1
20.74210901549531,922.2538077102164,0
71.3958638829802,1185.71405089224,1
77.46494158621326,1147.1656708764356,1
25.22598676797293,1295.3752395734393,0
68.36044847432125,1682.3878986795264,1
77.73615165246953,1193.194310018256,1
75.04511078647464,1405.5592837330046,1
23.631388437071813,1321.5982808619938,0
21.99135652772992,678.857521432847,0
26.215349702550252,1556.8043749463027,0
76.34016947014965,913.358513884238,1
74.29453619804268,1012.0798419539706,1
72.81384882788649,2154.4756634224327,1
79.83705827370152,1529.5961025088577,1
18.795922350607782,1167.362426287358,0
73.23796855660802,1090.3656460071802,1
65.51121788774594,1258.1649810994568,1
28.464900803434116,993.1102635593435,0
80.47513852761425,1511.6966215734249,1
23.172760077045343,1968.8425399694224,0
25.860392543276145,1443.0136720214537,0
22.29090326396289,935.2262374479649,0
79.41976195583091,1405.342236617469,1
74.13940333691548,1405.628833149402,1
79.81080322614459,1856.592307241287,1
78.27737238823899,1695.8770033651692,1
24.745965302246926,1450.9449902625943,0
22.87671268748141,1363.3839922327168,0
22.12207381608581,1557.6950597768123,0
25.39200765639753,1827.3848268977192,0
73.35786404793994,1068.9663037061355,1
29.09805070170676,1617.1432897910383,0
31.360875222487117,1395.9215537499815,0
76.12469266257392,1792.0763486687288,1
26.736039293800427,1133.6489155518254,0
23.91642549171625,1143.8039712578297,0
70.92673787055497,1811.0324282215288,1
74.51277910378667,1406.933851660523,1
25.861210519766047,1138.4147465452313,0
27.220582727779323,1709.0159230331042,0
75.40374716694062,1225.7079647333042,1
82.74152473411644,1202.7112617976356,1
83.48457361053467,1250.636425270447,1
20.625051753133317,813.5256070121832,0
73.23235993168124,936.0642856932138,1
25.3783701318308,1727.5055801389767,0
23.14977713470168,1694.7346123680204,0
78.88402534383675,2310.9721794224392,1
72.9703976943983,1099.9993055005953,1
17.89440681463082,1498.148403598133,0
70.25926167787073,1479.0225130110014,1
78.98375473928903,1435.837106947374,1
67.15661760612187,1382.0019169427974,1
77.5250989204863,963.821098979809,1
27.41174777502089,1828.5218155718462,0
23.278166666152167,1364.5544218987332,0
26.091450072103093,2088.9439767982594,0
73.21572248616467,1635.4813112860602,1
75.67789548477305,1987.9748923764923,1
67.55522526197778,469.1600812218759,1
69.88764654915279,174.48805347504162,1
74.27877190860187,657.4753731542172,1
25.657282637527665,1165.5793440097766,0
80.16411622073655,1405.350325086345,1
27.419973502715493,1653.3686164109397,0
79.1351446717556,447.49306395123176,1
76.98448283235514,1422.3757400529603,1
77.01777859064987,424.30014457095376,1
27.8994186862248,749.5662045493934,0
29.089628901441888,1463.379220199894,0
25.68250031415917,1595.4674097869229,0
24.620138757629313,1903.6459397338945,0
27.91931515606212,668.641875423399,0
25.99573564158663,1259.3901059426828,0
26.629055574941873,1033.9501362081996,0
25.418760119552505,1277.321084869625,0
25.454992613944572,1241.2344635048835,0
76.83423654484868,1510.783470087746,1
20.088337797232626,1437.9307438921503,0
23.02856092441776,1633.2432542630972,0
31.300331310434924,1486.9092632914496,0
75.6003245213801,525.423208499773,1
22.781710377438213,969.705616541907,0
28.067469173316244,950.8171803571481,0
73.17537521553857,1282.2609105891001,1
74.38155696552036,874.7329127200251,1
35.815940429117546,1267.1325880643979,0
78.07586348629498,1216.767279332749,1
81.27999393999579,2028.5343264329472,1
25.124188801954215,1175.8202124787697,0
19.638575167915185,2078.6346731883405,0
75.3439739229905,1092.657736180835,1
77.70057863957959,1366.1920473954106,1
73.15589487767664,1406.4517661104016,1
74.78118225260292,1102.1506574245748,1
80.1667458626347,1791.8341364623893,1
26.562900104355585,855.9026249631303,0
24.056663024743276,1718.6176122079987,0
78.246942839986,1324.5655467975962,1
75.17052409775098,1120.3912587584296,1
22.535803897775498,180.94697385889845,0
75.6920285586089,1414.7221996387818,1
83.42753893311259,1853.5157090256048,1
76.32798197382773,927.0197711174251,1
79.49237852176616,1667.4221373026944,1
23.801387743778537,968.9667009585149,0
21.804777020428073,1529.635688928019,0
76.92411465905462,1420.679328571446,1
17.08900375053149,837.2343337592552,0
25.409026638589662,1599.1691737077515,0
63.94929797730503,1043.9917000945588,1
25.250793212946856,1296.3162962739666,0
76.3109858798078,1226.7069373507916,1
29.761222814040472,233.13604772117355,0
70.85367210052138,1866.2688359535277,1
24.887667699583872,1463.7191135318562,0
24.618856851944262,1710.8291835963594,0
79.4398785724228,823.4596801063785,1
16.375967975762485,1421.5010251962008,0
