feature_1,feature_2,label
5.0582418092670745,5.707324634844517,0
5.01993896959626,4.90077013226834,1
2.2014820854685073,1.4866055235709978,0
5.0783121880793125,3.313091872776463,1
2.657341152694788,2.9801386167880364,0
2.1870497993039266,0.4538406960949437,0
3.1325803679334445,2.958742667838828,0
4.920189529427732,5.090366472619664,1
5.295206490737427,5.4366259640779715,1
5.862995378132423,5.285999006754889,1
2.4902117214939,0.9231534712584621,0
4.263982649648643,4.739110716996651,1
3.651043956601887,4.1576271107921405,1
1.5173410794787416,3.746614690034715,0
5.637245259533576,6.308473271147275,1
6.606128508833811,6.8429546256218385,1
4.857539303900848,5.139495171295005,1
4.886814918505028,4.7454194163612256,1
0.3918433491263551,1.6374783092982277,0
3.256160964250244,3.3656463236973315,0
5.768088282685926,5.261485586714723,1
4.794307189157484,5.541579240300939,1
5.140524852912808,5.428743916003132,1
2.8540623032446626,3.182430276076201,0
5.886686290209386,4.415571055824496,1
3.1937102704896487,1.0590166030127932,0
4.8240802642298455,4.5196535013731785,1
5.404340962175739,5.628308390549186,1
2.0878312690066965,1.87060511078802,0
4.284984138485212,3.9675455836475297,0
0.9895265585960971,1.644186087043883,0
0.38091012750648856,1.748817578227459,0
2.427920769557833,1.0372353395825766,0
1.0341648150637215,2.6119330199956075,0
2.5810930850462404,2.4617268857693637,0
2.3423082977120826,2.138238782663648,0
3.174978148051284,4.294478828854199,1
1.3959138893073382,2.7597642142400276,0
5.412071264151167,4.831111075619684,1
4.374273292428419,2.029929984009546,0
1.2535245371636314,2.216485110413079,0
1.8383857791474802,2.388588275173921,0
0.7387508857541192,1.2468299909531844,0
2.3201029311198345,2.8712946598215288,0
4.452721963810413,5.931000899526473,1
5.257626757153084,5.349980795407543,1
1.8678926193597425,1.935805788529078,0
1.501075325710417,0.836449325647286,0
5.208454970911424,5.16587634986698,1
4.779965442582665,4.552546029938782,1
4.322524187478889,2.6401977056878625,0
6.029370177006476,5.491558830649337,1
1.8288252057136822,1.4099764617886437,0
5.157016005868856,5.946675852583354,0
5.385440243511744,6.0732013751116165,1
2.352083429339479,2.7300544273341774,0
4.7250954353358114,3.950585373822416,1
5.265191049217453,3.7730852137444613,1
2.5812493280235698,2.1709093546784604,0
1.0232549651258451,1.8323762761160884,0
5.017607490922194,4.926736561296232,1
6.367902505012957,5.705201096657693,1
2.958996299395714,1.5830827107941627,0
1.5825872788086994,1.3116591486508913,0
0.5099166224604581,0.959894963807006,0
5.348399747236925,5.308693464889947,1
5.550455094175247,4.730701165404402,1
0.2941235872652259,1.5201574971759053,0
5.714568113340149,5.3827496477832,0
3.1420601109402195,2.690675659975824,1
1.1303518173261973,-0.4375785991043011,0
5.010545774454018,5.6748994486939495,1
2.283941995301624,1.1569540851007603,0
0.5277048420023784,1.7922446513404147,0
1.9600364444678033,2.3505670407873205,0
5.929216025980102,6.681012491815558,1
5.355881190728089,5.429156505313786,1
4.871101342907785,5.154169930917774,1
1.5249436251306892,1.6395280621545674,0
3.632957931493567,4.008020083385906,1
5.280745403708948,4.602673875215449,1
5.516087352531265,4.398759750479991,1
5.787208495466169,5.13083760191806,1
2.496937718680817,3.208914741671868,0
3.8336285645432797,2.8029115326109397,1
2.161301831895617,3.039360410803817,0
0.6220103890993756,2.94779018098106,0
6.018980891928877,4.769920921250825,1
5.5628154805817704,5.4734950778810365,1
4.815604320201022,3.568286850506853,0
3.210585863355618,2.8982304216997483,0
3.0706593271594573,4.2620489674508715,1
2.654947264160704,2.074295861415119,0
5.013139295651039,4.521391875920905,1
3.818654826664788,5.0403834928823805,1
4.068693349965567,2.8006794331215703,0
2.281881126256358,1.8418934217266494,0
4.868940946340994,5.14278334464945,1
1.6744614052329942,1.5692372709821232,0
3.0658799355158615,1.2851418279523912,0
4.869893145205426,5.969084700753239,1
5.958433562322801,4.457764159540963,1
1.0050412878624617,0.8610136278077851,0
4.221974880650788,4.043319711636898,1
5.590269864595928,4.577586013207767,1
1.5505669155969952,1.170880390454434,0
1.5149555774339976,2.244671251217706,0
1.1647963179582406,2.1533495604235555,0
4.032010431688368,4.224431549456549,1
4.403181516518391,4.981843150333558,1
5.535875935766993,4.35967561912356,1
6.765630038749993,5.455333288984555,1
0.9349057761427557,3.2344948691800743,0
4.408730438488849,3.769227047601374,1
1.1845632184719501,0.8693888285867262,0
2.2637311507058864,3.088158213090866,0
5.597477639774292,5.428825886373839,1
1.182679812896226,1.5875349005319346,0
5.412958104565823,4.285005081060155,1
5.391549146971302,4.828077721546233,1
2.3441293354645483,0.1299419644215456,0
1.0058808251280513,0.7449810021272012,0
2.3519407628520446,1.927478053070147,0
4.961803901703716,4.08216147433621,1
4.824972506540975,5.044557433720919,1
2.336919201532404,3.0861421287332584,0
3.2026497113216794,3.178352327550864,0
2.9981577565005053,1.2460591837735344,0
1.0727355921400235,3.168734342365463,0
4.980570840704357,5.020264367301919,1
5.27507076975244,5.852473347271689,1
1.1756144665982546,0.6330566464864298,0
4.61992956543361,4.085118227215053,1
1.800644920666601,3.1257916495414397,0
4.066345375384497,4.550327669336024,1
5.332596500029298,2.9882986062406203,1
6.1474083463394,3.711032683092078,1
5.9616315824007735,5.374310819636995,1
1.3665025576390324,2.144112087917568,0
2.613341646618689,1.326948311534992,0
1.9923544084428364,2.333863093979639,0
1.0400443164862314,2.8253627107109587,0
6.029892288459519,6.331444595272423,1
3.815485204904223,3.3620469065356304,1
5.07604154158079,3.417705975998545,1
5.005863796231703,3.6375294986805864,1
1.305773088397495,2.5545308608080015,0
5.594260879530074,4.298919695064039,1
6.2472802556683575,4.139590868053955,1
5.405196898245382,5.077891467990359,1
4.928662709421924,4.462894544563846,1
3.7717486805250435,3.580988220190495,0
6.149133913611832,4.29697205821063,1
1.5595302776662954,3.0267115283753374,0
1.8594819435775192,3.8682373297626578,0
2.4542847007277535,3.636815442480411,0
1.1723529904536816,1.1589372035288728,0
6.3099506742702145,5.2580634013718015,1
5.092668545323417,4.366653447622441,1
5.823848488303363,5.591669836450404,0
5.130053559283005,4.915678449577891,1
5.1117369019294365,4.7231037208626185,1
3.1482399700404216,6.062484618455841,1
3.123053520900596,2.254860090259817,0
6.117585634848639,6.25270908671672,1
4.282005892255207,3.4058959680272496,1
4.830280167264128,4.188737446481281,1
2.3772470292508077,1.9994404964925359,0
2.9642655496935606,2.110506327106149,0
5.968012536395307,6.356486737246848,1
6.155842300520934,6.479854824710914,1
3.7111357742488824,6.098087573822805,1
3.320624039735153,2.3804028308094365,0
2.830317728766794,2.1017072435072666,0
3.0310496181295354,1.6446073648593424,0
1.2798091958941333,2.261288945202249,0
5.891729245620167,5.261646735364497,1
2.683735937230196,0.5765435899005087,0
3.545916474295907,4.655086285788038,1
5.404480785022378,4.283049739005123,1
2.819216162583803,2.7642812963808856,0
5.3223411718072615,5.305142746396949,0
1.8475722506958594,2.423118760695754,0
6.327655422848174,5.811144680687342,1
3.1593557854013943,2.593060869820388,0
3.164459246117185,3.1895879573332184,0
2.30451690660255,1.4879417991469752,0
